label,accuracy,intra_mean,inter_mean,inter_intra,silhouette,davies_bouldin
CE only,0.9839,50.163936614990234,238.91868591308594,4.762757910065836,0.3893830180168152,1.0611485223516275
CE + Center Loss,0.9878,0.36183419823646545,7.512310981750488,20.76174949290186,0.8466662168502808,0.19514345577419984
